From Date,PM2.5_filled,PM10_filled,NO_filled,NO2_filled,NOx_filled,NH3_filled,Ozone_filled,Benzene_filled,Eth-Benzene_filled,MP-Xylene_filled,RH_filled,WS_filled
2021-01-07,33.10245659722222,155.9760573814655,42.18592845775463,22.560871310763886,64.70858760127315,13.256363932291665,8.131028234255268,1.3747739438657407,2.2399786603009257,2.7191160300925925,81.68912760416667,1.5642933384773663
2021-01-08,16.479765960588487,55.05090632086168,44.029234914178836,14.087884550848367,58.10669086259664,5.18804657297036,7.889817970246647,1.2145605468749998,1.4997922900817746,1.9916203235193581,87.14472213364512,2.3001200662556687
2021-01-09,16.860601128472222,47.162184008586074,140.06182834201388,13.770240885416664,153.73826714409722,12.380525716145833,7.30799066091954,0.016903211805555547,3.2559520112134748,5.992195921937967,93.7474955932894,1.702173925559807
2021-01-10,27.054543573555026,164.70215355909042,123.90690205775404,25.333643769464132,143.81783487163366,17.49181779334908,6.2107413793103445,0.18133029513888888,8.712687093598781,17.00052181533055,84.26179673408188,1.4128576877405001
2021-01-11,107.77891890914351,292.3047187182994,106.14791359230323,114.54301848234952,127.99380072699653,48.343515082465274,5.22755942688378,4.027063802083333,5.412168648508747,8.650347269073235,63.92099880094346,1.309782613460999
2021-01-12,78.17190610532407,103.51684053745252,17.541816767939814,40.95131148726852,55.13718786168982,20.975215567129627,29.46796620403629,2.4190259693287035,2.248126808449074,2.7828005642361107,86.50416704557979,2.1801424885637126
2021-01-13,99.63595052083332,199.638454378858,32.43212890625,77.06060763888888,109.47959309895833,18.84347511574074,57.50424748492754,4.943097511574074,8.411893807870369,6.123475115740741,60.507109840029756,1.7825064070767196
2021-01-14,102.15225260416666,309.4529832175926,25.79130570023148,90.79530888310184,116.5777416087963,14.939697265625,84.15459317865269,5.128752531828703,8.23243995949074,7.049629991319445,61.62263816550925,1.411867042824074
2021-01-15,76.91179144965277,230.2172562210648,20.949298683449076,77.73319118923611,98.67274305555554,15.47867802372685,65.21188187210647,3.4865726273148145,6.738997034143519,6.109734157986111,65.91487594039351,1.4526019965277779
2021-01-16,86.4944972511574,230.9353204571759,34.23336986400463,75.77729564525463,109.98915219907407,17.575264033564814,67.94172815393519,3.9859541377314813,8.13776294849537,6.861951845174501,60.23205114293981,1.1802502893518518
2021-01-17,93.15759837962963,237.22236762152775,35.11935727719907,88.9042578125,124.02823893229167,15.942924623842593,54.14583695023148,5.974580439814814,13.089656394675925,3.482027104478276,65.12209309895833,1.1315809461805555
2021-01-18,55.94783926504629,173.57507016782407,28.683049045138887,72.80875325520833,101.47296296296297,15.307355324074074,65.73202272445437,3.506808810763889,7.977553168402777,6.506995804398148,63.16865523726852,1.1481890190972222
2021-01-19,94.95658673321759,235.62328385416666,75.60145146122684,107.89669379340278,183.4706032986111,13.385645978009258,81.64817857142857,6.509186197916666,17.354209346064813,15.103466129139958,57.299570674189816,0.8769003182870371
2021-01-20,94.51076461226852,242.3051290509259,56.47091435185185,103.1674808304398,159.6274273003472,13.820895182291666,89.73275000000001,6.690673104745369,14.754193431712963,8.763226940883191,55.4516724537037,1.1121495225694444
2021-01-21,110.71312246817128,242.75654043692126,24.26807526765046,92.01598072193286,116.2651956741898,13.127272677951389,90.95878825128142,5.31872142650463,8.239459997106481,6.672565982556216,55.983683810763885,1.2295077401620371
2021-01-22,121.03682870370369,310.6271856915509,32.07725604021991,110.86149504484952,142.0184479890046,20.10730812355324,56.358578739872684,7.1631470630787035,13.48288375289352,8.29697092295725,64.34565827546295,1.1397782841435184
2021-01-23,133.44780203683035,355.6654608171393,53.55229366112764,119.36875125041335,168.06513802703373,20.172107258597883,63.17242888084053,7.7266421275628305,18.78949710854828,11.197821636352751,60.68334078414352,1.0734897796792329
2021-01-24,83.67668002335482,278.81740521295325,18.638853980654762,106.57865217840607,125.2576191344246,21.650639052166003,77.17875075894719,5.130812299520502,11.79569748057209,11.442322809406926,54.16338556134259,1.287154751570767
2021-01-25,97.6531615306713,288.34027994791666,14.398237485532407,90.86253291377314,105.26684968171297,17.224629991319443,72.0058986298882,5.885375434027778,7.606837022569444,7.562083415005226,59.39830512152778,1.2827510127314814
2021-01-26,94.43192780671296,235.5643287037037,9.849482060185185,73.40640733506945,83.25649016203703,18.696659071180555,72.39603081597222,5.536250361689814,5.815775101273148,4.673765470990143,62.70281828703704,1.215275245949074
2021-01-27,109.55707501446757,238.6021039496528,18.64846969039352,98.65170753761574,117.29954734519674,18.114151475694445,44.79468044704861,6.774498336226852,8.891518554687499,4.8430354817708325,65.38706976996528,1.2344339554398147
2021-01-28,125.51287217881945,259.4234403935185,30.77498444733796,102.57694806134259,133.35333206741896,21.45930302372685,47.13231535734953,7.113709129050926,13.710739474826388,6.121697048611111,66.82347565827546,1.1442480468749998
2021-01-29,114.72455331307869,259.295210865162,60.856946252893515,110.75068250868055,169.90194082754627,18.029592375578705,39.12497540509259,7.971550925925925,17.030286820023147,10.438654026998753,65.00558557581017,1.009339554398148
2021-01-30,110.00408673321759,245.792353515625,71.65887369791666,99.77133101851852,167.16758933738424,17.512314453124997,34.80319191261574,6.939607204861111,16.436937934027778,7.271633082376247,56.07741753472222,1.3307910156249998
2021-01-31,92.97813476562499,254.10672309027777,90.20842628761574,89.57821144386573,172.21959346064816,15.152148075810183,38.27684280960648,7.076161747685185,15.428303674768516,7.0602744140625004,52.4465700954861,1.4627180989583335
2021-02-01,171.14821940104164,349.23309570312495,71.80848958333333,31.632306857638884,103.44218315972222,21.926455078125,41.242017867476854,7.8545562065972225,7.299466145833333,8.867047836061507,74.63316840277777,1.2433930121527779
2021-02-02,80.36061197916666,201.2622808159722,31.369348958333333,80.19193576388888,110.2436841724537,18.28439019097222,45.44866970486111,3.8817274305555554,6.996788194444444,9.664457155257937,49.32019639756944,1.7657454427083332
2021-02-03,70.13128038194445,240.53493706597223,66.51632161458333,88.38100911458332,151.6267780671296,18.38109157986111,37.62465169270833,6.049055989583334,11.782371961805554,15.452658420138889,47.69559244791666,1.4148697916666666
2021-02-04,38.170347893399196,250.01835394965278,34.25639865451389,35.852625868055554,70.10644205729166,16.49138997395833,10.72052951388889,1.5371799045138888,3.249218010179924,2.4471015986689815,70.14022026909721,1.3607562934027777
2021-02-05,23.22618489583333,118.98865625943539,13.754526548032407,34.423321397569445,48.17495515046296,13.037523509837962,6.784609831043679,1.1945073784722222,2.3923217033617425,2.6297824435763886,71.84539906967089,1.2236158288043477
2021-02-06,25.85553318298969,129.93055765707345,25.216721553096065,26.554384765625,51.76499005353009,19.58109085648148,16.665297069997987,1.9430490451388887,2.052102864583333,3.3803880931712964,77.91122233409895,1.182509853239303
