Unnamed: 0,From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,Ozone,Benzene,Eth-Benzene,MP-Xylene,RH,WS,WD,TOT-RF
11502,2021-04-30 19:30:00,2021-04-30 19:45:00,,80.0,16.48,24.33,40.81,4.66,2.02,2.61,,2.38,81.71,1.26,273.47,0.0
11503,2021-04-30 19:45:00,2021-04-30 20:00:00,,80.0,20.2,25.34,45.53,5.12,2.92,0.9,,2.14,80.85,1.21,283.54,0.0
11504,2021-04-30 20:00:00,2021-04-30 20:15:00,,80.0,9.8,18.25,28.03,6.77,2.1,0.0,,1.47,80.53,0.8,252.87,0.0
11505,2021-04-30 20:15:00,2021-04-30 20:30:00,,190.0,4.43,13.0,17.44,6.34,2.97,5.47,,5.39,79.23,0.71,162.9,0.0
11506,2021-04-30 20:30:00,2021-04-30 20:45:00,,200.0,2.71,10.77,13.5,5.92,3.06,7.51,0.88,13.46,78.97,0.74,176.97,0.0
11507,2021-04-30 20:45:00,2021-04-30 21:00:00,,200.0,2.34,13.59,15.93,6.36,1.89,2.75,0.39,5.03,79.17,0.65,98.63,0.0
11508,2021-04-30 21:00:00,2021-04-30 21:15:00,,200.0,2.82,14.97,17.8,6.47,1.46,0.2,0.45,,79.54,0.58,227.25,0.0
11509,2021-04-30 21:15:00,2021-04-30 21:30:00,,86.33,3.92,17.21,21.14,5.99,2.4,0.0,5.52,,79.66,0.83,289.84,0.0
11510,2021-04-30 21:30:00,2021-04-30 21:45:00,,76.0,6.24,20.29,26.52,5.62,2.84,3.13,2.2,8.37,79.22,0.89,258.66,0.0
11511,2021-04-30 21:45:00,2021-04-30 22:00:00,,,,,,,,,,,,,,0.0
11512,2021-04-30 22:00:00,2021-04-30 22:15:00,,76.0,4.6,22.29,26.87,5.69,1.69,0.25,3.51,0.62,80.65,0.95,235.57,0.0
11513,2021-04-30 22:15:00,2021-04-30 22:30:00,,,,,,,,,,,,,,0.0
11514,2021-04-30 22:30:00,2021-04-30 22:45:00,,134.0,3.37,19.12,22.5,5.66,3.26,1.14,2.78,11.0,78.98,1.52,203.92,0.0
11515,2021-04-30 22:45:00,2021-04-30 23:00:00,,,,,,,,,,,,,,0.0
11516,2021-04-30 23:00:00,2021-04-30 23:15:00,,,,,,,,,,,,,,0.0
11517,2021-04-30 23:15:00,2021-04-30 23:30:00,,122.08,34.75,34.61,69.42,3.98,1.41,2.87,4.38,3.21,75.86,1.0,264.8,0.0
11518,2021-04-30 23:30:00,2021-04-30 23:45:00,,121.0,48.38,21.33,63.53,5.25,1.34,3.42,1.72,3.84,76.03,0.99,279.21,0.0
11519,2021-04-30 23:45:00,2021-01-05 00:00:00,,121.0,32.82,14.88,44.5,5.99,1.92,0.94,0.91,11.85,75.35,1.14,283.74,0.0
11520,2021-01-05 00:00:00,2021-01-05 00:15:00,,121.0,24.98,32.72,57.68,4.81,1.47,0.0,0.39,6.13,76.07,1.1,254.99,0.0
11521,2021-01-05 00:15:00,2021-01-05 00:30:00,,166.71,19.9,27.53,47.43,6.3,1.74,0.0,0.38,0.66,76.86,1.09,272.6,0.0
11522,2021-01-05 00:30:00,2021-01-05 00:45:00,,,,,,,,,,,,,,0.0
11523,2021-01-05 00:45:00,2021-01-05 01:00:00,,171.0,20.2,26.7,46.88,6.37,,2.35,0.61,0.41,78.55,1.03,266.41,0.0
11524,2021-01-05 01:00:00,2021-01-05 01:15:00,,171.0,21.28,25.8,47.08,6.53,2.32,2.8,,2.49,79.53,1.18,276.15,0.0
11525,2021-01-05 01:15:00,2021-01-05 01:30:00,,174.73,14.34,21.85,36.18,8.32,1.55,0.74,,1.03,80.34,1.13,267.94,0.0
11526,2021-01-05 01:30:00,2021-01-05 01:45:00,,175.0,21.25,22.81,44.05,8.37,1.51,0.45,,,80.68,0.93,265.03,0.0
11527,2021-01-05 01:45:00,2021-01-05 02:00:00,,175.0,10.07,20.28,30.33,9.55,1.12,0.19,5.36,,81.42,0.75,268.17,0.0
11528,2021-01-05 02:00:00,2021-01-05 02:15:00,,175.0,6.88,17.86,24.74,10.08,1.19,0.0,2.26,2.45,82.23,0.75,256.38,0.0
11529,2021-01-05 02:15:00,2021-01-05 02:30:00,,175.93,9.15,18.02,27.17,10.07,1.44,1.25,1.59,3.37,82.74,0.84,230.78,0.0
11530,2021-01-05 02:30:00,2021-01-05 02:45:00,,,,,,,,0.56,0.71,1.03,,,,0.0
11531,2021-01-05 02:45:00,2021-01-05 03:00:00,,,24.32,33.87,58.3,6.03,,0.47,,,,,,0.0
11532,2021-01-05 03:00:00,2021-01-05 03:15:00,,,,,,,,,,,,,,0.0
11533,2021-01-05 03:15:00,2021-01-05 03:30:00,,,,,,,,,,,,,,0.0
11534,2021-01-05 03:30:00,2021-01-05 03:45:00,,,,,,,,1.14,3.78,0.64,,,,0.0
11535,2021-01-05 03:45:00,2021-01-05 04:00:00,,,,,,,,1.8,1.19,2.69,,,,0.0
11536,2021-01-05 04:00:00,2021-01-05 04:15:00,,,,,,,,0.59,14.91,8.4,,,,0.0
11537,2021-01-05 04:15:00,2021-01-05 04:30:00,,,,,,,,0.0,6.15,3.02,,,,0.0
11538,2021-01-05 04:30:00,2021-01-05 04:45:00,,,9.16,20.55,29.72,11.88,,0.0,2.21,3.2,,,,0.0
11539,2021-01-05 04:45:00,2021-01-05 05:00:00,,,,,,,,,,,,,,0.0
11540,2021-01-05 05:00:00,2021-01-05 05:15:00,,,13.3,24.62,37.94,11.43,,0.0,,,84.14,1.39,280.74,0.0
11541,2021-01-05 05:15:00,2021-01-05 05:30:00,,,,,,,,,,,,,,0.0
11542,2021-01-05 05:30:00,2021-01-05 05:45:00,,,8.42,17.31,25.74,10.13,,2.58,,,,,,0.0
11543,2021-01-05 05:45:00,2021-01-05 06:00:00,,,6.21,14.55,20.76,9.5,,0.9,0.73,5.17,85.18,1.43,286.21,0.0
11544,2021-01-05 06:00:00,2021-01-05 06:15:00,,,,,,,,,,,,,,0.0
11545,2021-01-05 06:15:00,2021-01-05 06:30:00,,,,,,,,,,,,,,0.0
11546,2021-01-05 06:30:00,2021-01-05 06:45:00,,,,,,,,,,,,,,0.0
11547,2021-01-05 06:45:00,2021-01-05 07:00:00,,,3.91,11.44,15.35,8.03,,1.75,,,83.31,1.46,195.14,0.0
11548,2021-01-05 07:00:00,2021-01-05 07:15:00,,,4.19,12.9,17.1,8.47,,0.51,,,,,,0.0
11549,2021-01-05 07:15:00,2021-01-05 07:30:00,,,6.11,18.58,24.7,8.91,,0.0,,,,,,0.0
11550,2021-01-05 07:30:00,2021-01-05 07:45:00,,,9.1,24.74,33.83,8.45,,0.0,,,,,,0.0
11551,2021-01-05 07:45:00,2021-01-05 08:00:00,,,,,,,,0.0,,,,,,0.0
11552,2021-01-05 08:00:00,2021-01-05 08:15:00,,,,,,,,,,,,,,0.0
11553,2021-01-05 08:15:00,2021-01-05 08:30:00,,,,,,,,0.79,3.1,0.81,,,,0.0
11554,2021-01-05 08:30:00,2021-01-05 08:45:00,,,,,,,,,,,,,,0.0
11555,2021-01-05 08:45:00,2021-01-05 09:00:00,,,,,,,,,,,,,,0.0
11556,2021-01-05 09:00:00,2021-01-05 09:15:00,,,10.25,25.11,35.36,9.34,,1.6,5.31,4.93,71.37,2.29,69.98,0.0
11557,2021-01-05 09:15:00,2021-01-05 09:30:00,,,8.35,24.53,32.89,9.41,,0.68,2.14,1.3,,,,0.0
11558,2021-01-05 09:30:00,2021-01-05 09:45:00,,,,,,,,1.99,5.47,2.6,,,,0.0
11559,2021-01-05 09:45:00,2021-01-05 10:00:00,,,,,,,,,,,,,,0.0
11560,2021-01-05 10:00:00,2021-01-05 10:15:00,,,,,,,,2.91,3.54,1.11,,,,0.0
11561,2021-01-05 10:15:00,2021-01-05 10:30:00,,,,,,,,,,,,,,0.0
11562,2021-01-05 10:30:00,2021-01-05 10:45:00,,112.0,6.76,19.77,26.52,10.85,9.36,0.0,2.57,1.52,57.41,1.81,111.14,0.0
11563,2021-01-05 10:45:00,2021-01-05 11:00:00,,112.0,6.45,20.13,26.58,11.06,10.17,0.0,1.1,0.65,55.53,1.61,137.76,0.0
11564,2021-01-05 11:00:00,2021-01-05 11:15:00,,112.0,6.54,21.57,28.12,11.21,8.96,2.7,,0.91,50.09,1.14,219.04,0.0
11565,2021-01-05 11:15:00,2021-01-05 11:30:00,,80.83,6.52,21.28,27.8,10.85,10.65,1.11,2.36,3.85,45.18,1.33,137.42,0.0
11566,2021-01-05 11:30:00,2021-01-05 11:45:00,,78.0,6.24,21.72,27.94,10.77,13.26,0.0,2.37,1.41,42.75,1.02,213.36,0.0
11567,2021-01-05 11:45:00,2021-01-05 12:00:00,,78.0,6.64,27.39,34.03,10.83,24.76,0.0,0.59,,44.34,1.71,241.35,0.0
11568,2021-01-05 12:00:00,2021-01-05 12:15:00,,,,,,,,0.0,0.76,,,,,0.0
11569,2021-01-05 12:15:00,2021-01-05 12:30:00,,,,,,,,0.0,3.13,2.56,,,,0.0
11570,2021-01-05 12:30:00,2021-01-05 12:45:00,,85.0,4.25,24.6,28.85,9.77,28.37,0.0,1.96,1.1,47.06,1.3,237.17,0.0
11571,2021-01-05 12:45:00,2021-01-05 13:00:00,,85.0,4.12,23.28,27.4,10.0,,0.0,0.32,,49.99,1.53,239.64,0.0
11572,2021-01-05 13:00:00,2021-01-05 13:15:00,,85.0,5.0,20.78,25.78,9.99,11.81,0.91,3.02,4.78,58.55,1.91,246.14,0.0
11573,2021-01-05 13:15:00,2021-01-05 13:30:00,,105.17,5.35,17.09,22.44,9.66,9.35,0.4,3.91,5.49,61.06,2.39,239.31,0.0
11574,2021-01-05 13:30:00,2021-01-05 13:45:00,,107.0,5.04,16.53,21.57,9.39,8.72,0.32,3.17,1.47,65.83,1.98,269.67,0.0
11575,2021-01-05 13:45:00,2021-01-05 14:00:00,,107.0,4.71,14.47,19.17,9.81,6.66,0.14,2.79,0.68,66.72,2.1,276.19,0.0
11576,2021-01-05 14:00:00,2021-01-05 14:15:00,,107.0,5.46,15.5,20.97,10.31,9.39,0.0,2.29,1.04,66.08,1.92,268.77,0.0
11577,2021-01-05 14:15:00,2021-01-05 14:30:00,,83.79,7.59,22.34,29.93,10.68,11.23,1.08,0.63,1.67,63.22,1.98,267.8,0.0
11578,2021-01-05 14:30:00,2021-01-05 14:45:00,,82.0,7.56,24.74,32.31,11.66,12.94,0.47,,1.45,60.44,1.88,264.45,0.0
11579,2021-01-05 14:45:00,2021-01-05 15:00:00,,82.0,8.4,27.41,35.82,13.2,11.02,1.78,,0.37,63.05,2.09,250.3,0.0
11580,2021-01-05 15:00:00,2021-01-05 15:15:00,,82.0,8.31,24.56,32.87,14.22,9.19,0.76,,,65.59,2.49,257.97,0.0
11581,2021-01-05 15:15:00,2021-01-05 15:30:00,,79.21,7.49,19.89,27.38,14.67,8.19,2.98,3.11,3.99,70.95,3.1,262.49,0.0
11582,2021-01-05 15:30:00,2021-01-05 15:45:00,,79.0,6.79,16.01,22.79,15.36,7.88,1.27,1.33,1.71,71.36,3.24,270.78,0.0
11583,2021-01-05 15:45:00,2021-01-05 16:00:00,,79.0,7.68,17.23,24.93,16.19,6.97,0.0,,0.72,68.73,2.5,283.24,0.0
11584,2021-01-05 16:00:00,2021-01-05 16:15:00,,,,,,,,,,,,,,0.0
11585,2021-01-05 16:15:00,2021-01-05 16:30:00,,74.36,9.4,26.28,35.69,17.58,,0.0,,0.54,59.95,2.17,274.46,0.0
11586,2021-01-05 16:30:00,2021-01-05 16:45:00,,74.0,7.93,24.46,32.38,17.9,13.28,0.0,,,58.25,2.57,283.02,0.0
11587,2021-01-05 16:45:00,2021-01-05 17:00:00,,74.0,6.74,20.61,27.35,17.44,11.62,0.0,2.43,,62.19,2.59,272.94,0.0
11588,2021-01-05 17:00:00,2021-01-05 17:15:00,,74.0,7.21,18.36,25.58,17.83,7.58,2.69,2.42,2.06,67.18,2.89,275.24,0.0
11589,2021-01-05 17:15:00,2021-01-05 17:30:00,,74.0,6.99,17.92,24.9,18.04,7.74,2.31,0.59,0.88,68.17,2.59,272.6,0.0
11590,2021-01-05 17:30:00,2021-01-05 17:45:00,,74.0,7.12,19.46,26.59,18.19,7.42,2.82,,1.49,67.96,2.01,274.01,0.0
11591,2021-01-05 17:45:00,2021-01-05 18:00:00,,74.0,7.56,22.82,30.38,18.1,7.39,1.0,,4.12,66.51,1.95,293.2,0.0
11592,2021-01-05 18:00:00,2021-01-05 18:15:00,,74.0,7.99,24.3,32.29,18.25,8.41,0.0,0.43,1.55,65.64,2.55,280.52,0.0
11593,2021-01-05 18:15:00,2021-01-05 18:30:00,,77.71,7.47,22.88,30.35,16.69,7.03,1.9,0.19,3.48,69.77,1.91,264.24,0.0
11594,2021-01-05 18:30:00,2021-01-05 18:45:00,,78.0,7.81,24.74,32.57,16.52,6.28,2.39,,2.67,71.53,1.94,274.78,0.0
11595,2021-01-05 18:45:00,2021-01-05 19:00:00,,78.0,8.94,30.32,39.27,17.74,5.93,4.13,,0.52,71.85,1.68,281.56,0.0
11596,2021-01-05 19:00:00,2021-01-05 19:15:00,,78.0,9.8,37.06,46.86,17.91,5.66,3.13,7.76,,72.17,1.86,286.07,0.0
11597,2021-01-05 19:15:00,2021-01-05 19:30:00,,85.33,9.62,37.48,47.09,17.64,5.59,0.71,4.38,11.66,73.83,1.71,277.93,0.0
11598,2021-01-05 19:30:00,2021-01-05 19:45:00,,86.0,9.41,32.76,42.16,17.45,5.44,0.0,4.86,4.81,75.13,1.51,290.96,0.0
11599,2021-01-05 19:45:00,2021-01-05 20:00:00,,,,,,,,,,,,,,0.0
11600,2021-01-05 20:00:00,2021-01-05 20:15:00,,,12.39,39.32,51.72,20.39,,0.0,2.3,2.53,75.34,1.55,277.77,0.0
11601,2021-01-05 20:15:00,2021-01-05 20:30:00,,86.0,13.78,41.66,55.44,21.0,4.39,1.47,8.7,2.84,74.21,1.5,272.96,0.0
11602,2021-01-05 20:30:00,2021-01-05 20:45:00,,86.0,12.46,43.99,56.47,21.09,4.89,0.62,13.34,0.94,72.61,1.27,269.32,0.0
11603,2021-01-05 20:45:00,2021-01-05 21:00:00,,86.0,11.41,45.57,56.99,21.86,6.21,0.0,4.19,,70.41,1.42,264.61,0.0
11604,2021-01-05 21:00:00,2021-01-05 21:15:00,,86.0,10.81,44.47,55.29,22.83,6.01,2.09,,3.2,72.01,0.85,262.45,0.0
11605,2021-01-05 21:15:00,2021-01-05 21:30:00,,91.5,11.28,46.8,58.09,24.78,6.39,0.9,2.0,1.37,73.78,1.24,283.33,0.0
11606,2021-01-05 21:30:00,2021-01-05 21:45:00,,92.0,11.6,46.78,58.38,26.7,6.75,1.2,3.43,,75.68,1.33,270.99,0.0
11607,2021-01-05 21:45:00,2021-01-05 22:00:00,,92.0,11.93,47.74,59.68,27.7,5.73,0.52,5.31,3.18,77.04,1.06,270.93,0.0
11608,2021-01-05 22:00:00,2021-01-05 22:15:00,,92.0,13.18,49.7,62.87,27.96,5.39,0.0,1.87,8.1,78.19,1.07,273.22,0.0
11609,2021-01-05 22:15:00,2021-01-05 22:30:00,,82.71,10.48,42.25,52.74,26.94,4.62,0.0,1.99,2.91,78.89,0.65,250.17,0.0
11610,2021-01-05 22:30:00,2021-01-05 22:45:00,,82.0,8.86,37.23,46.08,25.09,4.76,3.48,0.85,,79.81,0.83,187.47,0.0
11611,2021-01-05 22:45:00,2021-01-05 23:00:00,,82.0,8.08,35.92,44.0,24.46,5.93,2.68,,2.85,80.87,1.12,242.43,0.0
11612,2021-01-05 23:00:00,2021-01-05 23:15:00,,82.0,8.01,32.62,40.61,24.18,5.81,2.68,,1.22,81.46,1.26,290.94,0.0
11613,2021-01-05 23:15:00,2021-01-05 23:30:00,,75.47,8.09,30.48,38.56,23.64,6.23,0.93,5.66,,81.89,1.12,230.04,0.0
11614,2021-01-05 23:30:00,2021-01-05 23:45:00,,75.0,7.95,30.11,38.06,22.63,6.05,0.0,2.33,,82.35,0.95,252.72,0.0
11615,2021-01-05 23:45:00,2021-02-05 00:00:00,,75.0,10.75,32.04,42.78,21.48,6.49,0.87,1.01,,83.05,1.22,298.01,0.0
11616,2021-02-05 00:00:00,2021-02-05 00:15:00,,,,,,,,,,,,,,0.0
11617,2021-02-05 00:15:00,2021-02-05 00:30:00,,73.17,6.5,24.95,31.45,20.25,7.78,1.04,7.14,2.78,83.85,1.24,255.52,0.0
11618,2021-02-05 00:30:00,2021-02-05 00:45:00,,73.0,6.58,22.83,29.39,19.75,8.76,0.36,8.65,8.25,83.81,1.28,262.88,0.0
11619,2021-02-05 00:45:00,2021-02-05 01:00:00,,73.0,6.43,22.12,28.55,18.82,8.71,0.68,2.34,4.56,83.62,1.08,225.99,0.0
11620,2021-02-05 01:00:00,2021-02-05 01:15:00,,73.0,5.59,20.07,25.65,18.24,8.73,0.22,1.67,1.32,83.45,1.04,198.95,0.0
11621,2021-02-05 01:15:00,2021-02-05 01:30:00,,63.83,5.06,18.88,23.93,17.66,7.85,0.91,0.71,2.29,83.38,0.59,182.41,0.0
11622,2021-02-05 01:30:00,2021-02-05 01:45:00,,63.0,4.95,18.68,23.61,16.92,4.93,0.39,,0.8,83.8,0.48,232.37,0.0
11623,2021-02-05 01:45:00,2021-02-05 02:00:00,,63.0,5.58,21.69,27.28,16.4,6.38,0.0,,,83.89,0.64,271.01,0.0
11624,2021-02-05 02:00:00,2021-02-05 02:15:00,,63.0,4.67,18.94,23.62,16.23,4.65,0.0,2.69,,83.73,0.43,247.86,0.0
11625,2021-02-05 02:15:00,2021-02-05 02:30:00,,66.67,5.43,21.98,27.42,16.12,4.1,1.36,1.15,3.51,83.6,0.63,260.5,0.0
11626,2021-02-05 02:30:00,2021-02-05 02:45:00,,67.0,11.55,31.84,43.4,17.01,2.43,0.61,,1.5,82.99,0.39,200.05,0.0
11627,2021-02-05 02:45:00,2021-02-05 03:00:00,,67.0,8.09,27.27,35.36,17.71,3.33,0.0,4.42,,82.23,0.5,129.44,0.0
11628,2021-02-05 03:00:00,2021-02-05 03:15:00,,67.0,5.93,21.05,26.99,17.88,3.44,0.0,3.11,,81.77,0.63,266.64,0.0
11629,2021-02-05 03:15:00,2021-02-05 03:30:00,,54.0,5.98,20.4,26.38,17.53,2.89,0.0,0.5,,81.4,0.58,184.43,0.0
11630,2021-02-05 03:30:00,2021-02-05 03:45:00,,53.0,5.3,18.29,23.6,17.15,3.48,0.0,,1.77,79.74,0.76,249.9,0.0
11631,2021-02-05 03:45:00,2021-02-05 04:00:00,,53.0,5.16,17.09,22.26,16.76,2.71,0.0,4.65,0.74,79.32,0.31,201.99,0.0
11632,2021-02-05 04:00:00,2021-02-05 04:15:00,,53.0,5.17,15.63,20.78,16.52,2.17,0.0,1.96,,79.01,0.48,246.09,0.0
11633,2021-02-05 04:15:00,2021-02-05 04:30:00,,,,,,,,,,,,,,0.0
11634,2021-02-05 04:30:00,2021-02-05 04:45:00,,,5.14,17.4,22.54,15.85,,2.52,5.02,3.81,77.44,0.45,163.12,0.0
11635,2021-02-05 04:45:00,2021-02-05 05:00:00,,59.0,5.21,18.79,23.99,15.63,2.44,1.06,3.93,1.61,77.03,0.44,156.76,0.0
11636,2021-02-05 05:00:00,2021-02-05 05:15:00,,59.0,5.29,20.11,25.4,15.21,1.97,0.0,4.85,,77.58,0.66,108.39,0.0
11637,2021-02-05 05:15:00,2021-02-05 05:30:00,,62.71,5.8,22.81,28.59,14.85,1.86,1.11,4.54,,77.38,0.61,173.2,0.0
11638,2021-02-05 05:30:00,2021-02-05 05:45:00,,63.0,6.62,22.99,29.62,14.59,1.89,2.01,1.29,,75.42,0.61,214.8,0.0
11639,2021-02-05 05:45:00,2021-02-05 06:00:00,,63.0,8.08,24.23,32.33,14.54,1.74,1.49,,1.92,73.65,0.46,187.19,0.0
11640,2021-02-05 06:00:00,2021-02-05 06:15:00,,63.0,6.98,24.47,31.44,14.54,1.56,0.37,1.92,2.35,73.53,0.5,153.64,0.0
11641,2021-02-05 06:15:00,2021-02-05 06:30:00,,66.66,12.91,33.96,46.89,15.15,2.13,1.97,0.84,0.65,74.44,0.37,189.83,0.0
11642,2021-02-05 06:30:00,2021-02-05 06:45:00,,67.0,30.23,64.54,95.06,9.02,1.16,1.31,1.52,,75.57,0.47,254.15,0.0
11643,2021-02-05 06:45:00,2021-02-05 07:00:00,,67.0,44.13,54.69,98.84,9.17,2.1,0.55,0.65,6.14,76.74,0.37,227.72,0.0
11644,2021-02-05 07:00:00,2021-02-05 07:15:00,,67.0,31.14,35.76,66.88,12.69,2.41,0.69,3.46,4.2,78.59,0.45,229.34,0.0
11645,2021-02-05 07:15:00,2021-02-05 07:30:00,,150.42,29.07,32.58,61.65,11.69,2.87,1.09,1.52,0.69,80.21,0.61,184.51,0.0
11646,2021-02-05 07:30:00,2021-02-05 07:45:00,,158.0,21.27,40.38,61.54,9.22,3.49,1.85,,13.81,80.55,0.63,213.08,0.0
11647,2021-02-05 07:45:00,2021-02-05 08:00:00,,158.0,20.94,21.07,42.05,14.93,4.37,2.27,,6.74,79.84,0.73,212.67,0.0
11648,2021-02-05 08:00:00,2021-02-05 08:15:00,,158.0,13.95,21.9,35.87,13.62,5.89,4.22,1.59,0.39,79.12,0.89,205.85,0.0
11649,2021-02-05 08:15:00,2021-02-05 08:30:00,,120.42,15.92,34.14,50.06,10.55,5.31,3.3,2.93,,77.54,0.75,185.53,0.0
11650,2021-02-05 08:30:00,2021-02-05 08:45:00,,117.0,13.35,30.4,43.74,10.72,6.8,1.94,0.96,,77.34,0.9,195.61,0.0
11651,2021-02-05 08:45:00,2021-02-05 09:00:00,,117.0,9.75,28.41,38.15,10.34,7.76,0.5,,,78.97,1.24,238.8,0.0
11652,2021-02-05 09:00:00,2021-02-05 09:15:00,,,,,,,,,,,,,,0.0
11653,2021-02-05 09:15:00,2021-02-05 09:30:00,,99.58,18.3,38.81,57.19,8.72,,0.09,0.31,6.94,78.49,1.11,226.84,0.0
11654,2021-02-05 09:30:00,2021-02-05 09:45:00,,98.0,14.84,29.59,44.43,9.28,6.98,0.0,,2.8,76.92,1.14,221.09,0.0
11655,2021-02-05 09:45:00,2021-02-05 10:00:00,,98.0,20.75,35.16,55.92,8.87,5.23,1.23,,,76.13,1.18,235.32,0.0
11656,2021-02-05 10:00:00,2021-02-05 10:15:00,,98.0,23.15,35.97,59.14,8.28,5.93,2.05,3.13,1.23,74.41,1.27,261.78,0.0
11657,2021-02-05 10:15:00,2021-02-05 10:30:00,,132.83,20.96,34.46,55.41,8.32,7.42,2.31,3.53,1.23,72.79,1.11,203.19,0.0
11658,2021-02-05 10:30:00,2021-02-05 10:45:00,,136.0,14.64,28.32,42.97,9.19,8.82,2.57,2.25,0.3,71.11,1.19,236.25,0.0
11659,2021-02-05 10:45:00,2021-02-05 11:00:00,,136.0,12.25,25.83,38.09,9.58,6.97,0.83,1.15,,69.11,0.95,210.8,0.0
11660,2021-02-05 11:00:00,2021-02-05 11:15:00,,136.0,10.01,22.63,32.65,9.67,7.11,0.76,0.25,,66.66,1.12,206.43,0.0
11661,2021-02-05 11:15:00,2021-02-05 11:30:00,,126.83,13.94,28.2,42.14,9.09,7.44,0.33,,,67.23,1.28,246.86,0.0
11662,2021-02-05 11:30:00,2021-02-05 11:45:00,,126.0,19.65,34.73,54.37,9.34,7.42,0.72,0.57,,67.1,1.64,268.82,0.0
11663,2021-02-05 11:45:00,2021-02-05 12:00:00,,126.0,15.26,31.89,47.14,10.14,9.16,0.31,0.25,,67.23,1.88,268.48,0.0
11664,2021-02-05 12:00:00,2021-02-05 12:15:00,,126.0,11.14,28.5,39.64,9.94,7.12,0.0,,,66.31,1.3,223.58,0.0
11665,2021-02-05 12:15:00,2021-02-05 12:30:00,,116.78,16.1,32.38,48.48,9.51,7.0,0.0,,,65.29,1.4,229.82,0.0
11666,2021-02-05 12:30:00,2021-02-05 12:45:00,,116.0,13.74,27.96,41.67,9.67,8.17,0.0,0.65,,63.58,1.48,220.71,0.0
11667,2021-02-05 12:45:00,2021-02-05 13:00:00,,116.0,11.46,25.03,36.49,9.49,7.98,0.39,0.68,,62.69,1.58,256.42,0.0
11668,2021-02-05 13:00:00,2021-02-05 13:15:00,,116.0,12.47,26.52,39.0,8.75,7.03,0.16,2.39,3.94,63.39,2.12,264.29,0.0
11669,2021-02-05 13:15:00,2021-02-05 13:30:00,,207.67,16.9,25.97,42.86,8.23,6.55,2.11,0.94,4.15,63.34,2.23,276.41,0.0
11670,2021-02-05 13:30:00,2021-02-05 13:45:00,,216.0,16.64,27.95,44.59,8.44,6.34,1.5,0.8,1.03,62.72,2.55,273.15,0.0
11671,2021-02-05 13:45:00,2021-02-05 14:00:00,,,,,,,,,,,,,,0.0
11672,2021-02-05 14:00:00,2021-02-05 14:15:00,,216.0,25.32,36.07,61.38,7.42,,1.55,,2.11,62.87,2.0,249.32,0.0
11673,2021-02-05 14:15:00,2021-02-05 14:30:00,,183.0,20.32,33.85,54.13,7.88,7.11,0.67,0.91,0.91,58.94,2.02,263.18,0.0
11674,2021-02-05 14:30:00,2021-02-05 14:45:00,,180.0,18.68,30.47,49.14,7.47,5.26,0.0,0.38,0.99,61.02,2.09,271.64,0.0
11675,2021-02-05 14:45:00,2021-02-05 15:00:00,,180.0,17.84,27.08,44.93,7.96,5.79,0.0,1.8,0.42,64.39,2.46,280.94,0.0
11676,2021-02-05 15:00:00,2021-02-05 15:15:00,,180.0,11.29,23.75,35.04,8.34,6.79,1.69,1.2,,65.73,2.19,269.57,0.0
11677,2021-02-05 15:15:00,2021-02-05 15:30:00,,158.92,15.92,27.32,43.24,7.79,6.21,1.76,0.19,,64.99,2.48,263.76,0.0
11678,2021-02-05 15:30:00,2021-02-05 15:45:00,,157.0,16.0,25.91,41.91,8.3,5.78,0.91,2.15,0.91,64.83,2.65,263.0,0.0
11679,2021-02-05 15:45:00,2021-02-05 16:00:00,,157.0,19.4,25.66,45.07,8.19,5.96,0.2,0.92,0.39,65.46,2.61,269.0,0.0
11680,2021-02-05 16:00:00,2021-02-05 16:15:00,,157.0,18.01,25.46,43.49,8.08,5.48,3.17,,,65.59,2.78,261.95,0.0
11681,2021-02-05 16:15:00,2021-02-05 16:30:00,,136.19,18.73,30.21,48.91,8.24,7.54,2.24,,,66.53,2.87,266.16,0.0
11682,2021-02-05 16:30:00,2021-02-05 16:45:00,,134.0,14.66,27.45,42.12,8.38,6.52,1.0,,,68.12,2.98,269.64,0.0
11683,2021-02-05 16:45:00,2021-02-05 17:00:00,,134.0,13.03,23.05,36.06,8.79,6.6,2.08,,,70.44,2.82,264.75,0.0
11684,2021-02-05 17:00:00,2021-02-05 17:15:00,,134.0,15.61,24.2,39.8,8.79,6.95,0.75,,,70.75,2.8,260.01,0.0
11685,2021-02-05 17:15:00,2021-02-05 17:30:00,,124.83,18.55,34.41,52.87,9.01,8.19,0.0,,,71.38,2.69,262.19,0.0
11686,2021-02-05 17:30:00,2021-02-05 17:45:00,,124.0,13.52,21.37,34.88,10.54,8.74,3.35,,,72.37,2.59,254.56,0.0
11687,2021-02-05 17:45:00,2021-02-05 18:00:00,,124.0,9.52,20.48,30.0,8.73,9.05,1.6,,1.53,73.62,1.97,262.12,0.0
11688,2021-02-05 18:00:00,2021-02-05 18:15:00,,124.0,12.54,24.69,37.24,7.81,6.58,1.24,0.94,4.08,74.47,1.65,273.55,0.0
11689,2021-02-05 18:15:00,2021-02-05 18:30:00,,91.92,14.93,28.8,43.71,7.47,7.84,1.44,0.39,2.51,75.66,1.46,268.23,0.0
11690,2021-02-05 18:30:00,2021-02-05 18:45:00,,,9.35,23.19,32.54,7.67,,0.42,2.21,0.45,75.24,1.5,161.66,0.0
