Unnamed: 0,From Date,To Date,PM2.5,PM10,NO,NO2,NOx,NH3,Ozone,Benzene,Eth-Benzene,MP-Xylene,RH,WS,WD,TOT-RF
0,2021-01-01 00:00:00,2021-01-01 00:15:00,150.0,330.21,92.03,25.09,117.14,38.31,6.09,8.96,23.3,0.59,68.43,0.59,156.02,0.0
1,2021-01-01 00:15:00,2021-01-01 00:30:00,150.0,398.0,101.03,23.89,124.94,37.9,2.39,7.89,21.85,0.68,69.3,0.5,189.3,0.0
2,2021-01-01 00:30:00,2021-01-01 00:45:00,150.0,398.0,113.79,22.28,136.06,36.74,7.27,10.31,31.43,,71.45,0.49,238.31,0.0
3,2021-01-01 00:45:00,2021-01-01 01:00:00,164.42,398.0,126.27,22.24,148.53,28.61,5.37,12.82,27.64,11.98,76.18,0.73,292.77,0.0
4,2021-01-01 01:00:00,2021-01-01 01:15:00,209.0,459.16,131.9,22.61,154.51,24.13,2.4,10.9,11.9,32.39,80.07,0.53,248.84,0.0
5,2021-01-01 01:15:00,2021-01-01 01:30:00,209.0,742.0,134.56,21.05,155.63,30.63,1.19,8.02,11.5,33.59,82.12,0.46,264.99,0.0
6,2021-01-01 01:30:00,2021-01-01 01:45:00,209.0,742.0,135.33,18.74,154.08,33.78,1.64,8.61,9.55,23.42,83.0,0.62,253.15,0.0
7,2021-01-01 01:45:00,2021-01-01 02:00:00,210.17,742.0,136.5,16.99,153.49,31.03,2.33,9.44,14.9,10.82,82.47,0.6,214.86,0.0
8,2021-01-01 02:00:00,2021-01-01 02:15:00,214.0,686.09,138.07,15.14,153.2,24.42,2.54,7.08,23.57,,82.38,0.44,172.57,0.0
9,2021-01-01 02:15:00,2021-01-01 02:30:00,214.0,446.0,140.93,13.99,154.91,29.45,2.24,8.94,21.47,,82.78,0.3,194.99,0.0
10,2021-01-01 02:30:00,2021-01-01 02:45:00,214.0,446.0,143.59,13.65,157.25,33.37,5.94,12.37,20.82,1.78,83.78,0.36,187.0,0.0
11,2021-01-01 02:45:00,2021-01-01 03:00:00,211.12,446.0,146.1,12.12,158.2,32.05,3.81,11.96,19.43,13.94,84.17,0.5,166.37,0.0
12,2021-01-01 03:00:00,2021-01-01 03:15:00,203.0,,,,,,,,,,,,,0.0
13,2021-01-01 03:15:00,2021-01-01 03:30:00,203.0,358.0,150.83,9.4,160.23,32.53,6.2,9.05,19.58,,81.18,0.5,164.52,0.0
14,2021-01-01 03:30:00,2021-01-01 03:45:00,203.0,358.0,152.94,9.02,161.96,32.34,6.83,11.63,21.69,,79.5,0.49,147.34,0.0
15,2021-01-01 03:45:00,2021-01-01 04:00:00,201.04,358.0,155.83,8.86,164.69,30.78,7.96,11.82,25.58,1.72,78.09,0.53,148.62,0.0
16,2021-01-01 04:00:00,2021-01-01 04:15:00,195.0,350.36,158.97,7.33,166.31,27.48,7.95,15.68,25.65,25.73,78.12,0.53,171.36,0.0
17,2021-01-01 04:15:00,2021-01-01 04:30:00,195.0,315.0,162.61,8.26,170.87,31.07,8.12,15.53,32.48,27.78,78.3,0.68,148.26,0.0
18,2021-01-01 04:30:00,2021-01-01 04:45:00,195.0,315.0,165.99,8.49,174.47,32.83,8.07,13.69,50.38,,78.19,0.63,141.54,0.0
19,2021-01-01 04:45:00,2021-01-01 05:00:00,194.0,315.0,168.87,7.0,175.87,27.83,7.3,15.45,51.96,26.23,78.56,0.7,144.71,0.0
20,2021-01-01 05:00:00,2021-01-01 05:15:00,191.0,312.39,171.35,6.99,178.35,26.74,7.05,16.38,40.78,58.6,77.74,0.89,129.73,0.0
21,2021-01-01 05:15:00,2021-01-01 05:30:00,191.0,301.0,173.39,6.88,180.26,31.68,3.93,13.04,44.75,32.98,77.4,0.96,120.36,0.0
22,2021-01-01 05:30:00,2021-01-01 05:45:00,191.0,301.0,173.26,5.74,178.97,31.3,4.45,12.41,46.93,1.24,77.84,0.8,138.44,0.0
23,2021-01-01 05:45:00,2021-01-01 06:00:00,184.0,301.0,172.22,6.12,178.34,27.88,6.42,9.83,28.27,16.21,78.15,0.99,131.03,0.0
24,2021-01-01 06:00:00,2021-01-01 06:15:00,163.0,289.19,169.48,7.14,176.62,27.45,15.88,7.34,16.06,36.03,76.96,1.38,115.62,0.0
25,2021-01-01 06:15:00,2021-01-01 06:30:00,163.0,239.0,164.28,8.81,173.1,21.11,10.73,8.03,11.64,30.44,77.28,1.15,121.26,0.0
26,2021-01-01 06:30:00,2021-01-01 06:45:00,163.0,,,,,,,,,,,,,0.0
27,2021-01-01 06:45:00,2021-01-01 07:00:00,159.5,239.0,156.37,10.23,166.61,31.28,,7.55,5.28,16.1,77.97,1.06,123.27,0.0
28,2021-01-01 07:00:00,2021-01-01 07:15:00,149.0,238.62,153.3,10.3,163.6,32.11,3.33,7.86,12.61,1.14,78.3,0.96,128.14,0.0
29,2021-01-01 07:15:00,2021-01-01 07:30:00,149.0,237.0,151.56,10.27,161.84,32.22,4.02,5.64,13.33,5.61,78.46,1.11,122.17,0.0
30,2021-01-01 07:30:00,2021-01-01 07:45:00,149.0,237.0,149.47,10.67,160.14,32.51,4.01,5.17,7.68,12.31,77.91,1.25,118.57,0.0
31,2021-01-01 07:45:00,2021-01-01 08:00:00,149.79,237.0,147.82,11.55,159.37,32.94,10.13,6.26,5.25,18.14,76.74,1.34,100.66,0.0
32,2021-01-01 08:00:00,2021-01-01 08:15:00,152.0,239.84,145.49,12.21,157.7,33.72,24.52,7.04,7.41,18.05,73.69,1.86,86.92,0.0
33,2021-01-01 08:15:00,2021-01-01 08:30:00,152.0,253.0,140.72,14.31,155.03,34.31,28.05,5.62,5.61,7.04,71.9,1.63,90.39,0.0
34,2021-01-01 08:30:00,2021-01-01 08:45:00,152.0,253.0,135.64,14.75,150.39,32.82,31.72,4.73,1.13,7.97,70.37,1.58,102.24,0.0
35,2021-01-01 08:45:00,2021-01-01 09:00:00,148.75,253.0,131.25,14.3,145.56,25.41,21.98,4.29,1.29,7.41,68.75,1.28,104.73,0.0
36,2021-01-01 09:00:00,2021-01-01 09:15:00,139.0,249.41,128.37,15.25,143.62,22.33,30.4,4.96,0.65,,66.49,1.33,97.65,0.0
37,2021-01-01 09:15:00,2021-01-01 09:30:00,139.0,234.0,125.88,16.75,142.62,27.86,41.85,5.01,0.76,5.82,64.64,1.55,96.44,0.0
38,2021-01-01 09:30:00,2021-01-01 09:45:00,139.0,234.0,122.55,17.5,140.04,33.48,41.08,2.17,,13.54,63.77,1.34,92.27,0.0
39,2021-01-01 09:45:00,2021-01-01 10:00:00,137.53,234.0,117.97,16.2,134.16,28.35,37.98,3.69,3.92,12.65,62.12,1.48,117.65,0.0
40,2021-01-01 10:00:00,2021-01-01 10:15:00,133.0,231.69,115.06,17.44,132.5,25.96,49.79,7.0,4.57,9.5,60.94,1.58,101.31,0.0
41,2021-01-01 10:15:00,2021-01-01 10:30:00,133.0,221.0,112.77,18.66,131.43,25.58,61.23,6.69,6.98,4.38,60.3,1.76,100.73,0.0
42,2021-01-01 10:30:00,2021-01-01 10:45:00,133.0,,,,,,,,,,,,,0.0
43,2021-01-01 10:45:00,2021-01-01 11:00:00,131.78,221.0,104.95,20.04,124.97,31.17,,7.07,8.06,3.73,58.12,1.6,107.63,0.0
44,2021-01-01 11:00:00,2021-01-01 11:15:00,128.0,216.91,101.27,20.4,121.66,31.77,92.16,4.99,8.65,,56.16,1.87,93.94,0.0
45,2021-01-01 11:15:00,2021-01-01 11:30:00,128.0,198.0,98.14,20.87,119.0,32.92,95.97,5.69,4.25,4.76,56.02,2.23,108.67,0.0
46,2021-01-01 11:30:00,2021-01-01 11:45:00,128.0,198.0,93.79,22.5,116.28,34.26,107.38,5.14,1.97,8.75,56.02,2.31,105.59,0.0
47,2021-01-01 11:45:00,2021-01-01 12:00:00,125.64,198.0,89.2,23.93,113.12,35.5,112.03,2.13,2.3,4.63,55.06,2.01,108.47,0.0
48,2021-01-01 12:00:00,2021-01-01 12:15:00,119.0,196.48,84.76,25.87,110.64,32.98,111.4,2.11,0.71,5.23,52.22,1.77,116.62,0.0
49,2021-01-01 12:15:00,2021-01-01 12:30:00,119.0,190.0,81.32,25.26,106.59,27.21,110.5,5.3,1.12,9.71,51.22,1.78,103.41,0.0
50,2021-01-01 12:30:00,2021-01-01 12:45:00,119.0,190.0,77.89,25.29,103.17,25.77,103.59,4.69,1.65,7.25,50.08,1.52,111.56,0.0
51,2021-01-01 12:45:00,2021-01-01 13:00:00,111.93,190.0,75.44,25.39,100.83,26.26,72.51,2.98,1.56,1.98,49.15,1.18,198.1,0.0
52,2021-01-01 13:00:00,2021-01-01 13:15:00,92.0,190.0,73.95,25.35,99.31,26.23,76.28,2.66,0.18,0.21,48.53,1.37,215.26,0.0
53,2021-01-01 13:15:00,2021-01-01 13:30:00,92.0,190.0,72.3,25.33,97.64,25.68,94.46,5.26,1.22,1.33,49.62,1.87,204.37,0.0
54,2021-01-01 13:30:00,2021-01-01 13:45:00,92.0,190.0,69.37,25.84,95.2,25.1,84.97,7.08,1.16,2.6,50.21,1.64,208.25,0.0
55,2021-01-01 13:45:00,2021-01-01 14:00:00,92.26,190.0,66.97,26.02,92.99,25.51,105.55,5.61,,1.54,49.48,1.78,193.36,0.0
56,2021-01-01 14:00:00,2021-01-01 14:15:00,93.0,211.91,64.51,25.9,90.42,25.54,115.25,6.31,,,48.67,1.66,210.09,0.0
57,2021-01-01 14:15:00,2021-01-01 14:30:00,93.0,306.0,61.89,27.42,89.32,30.84,132.63,6.59,,,49.98,1.59,216.35,0.0
58,2021-01-01 14:30:00,2021-01-01 14:45:00,93.0,306.0,59.12,29.08,88.21,35.56,113.62,6.97,,,53.31,1.91,237.77,0.0
59,2021-01-01 14:45:00,2021-01-01 15:00:00,101.9,306.0,55.9,31.36,87.25,29.62,81.64,7.75,1.58,2.28,52.31,1.42,220.1,0.0
60,2021-01-01 15:00:00,2021-01-01 15:15:00,127.0,318.8,54.81,33.37,88.18,27.39,57.75,7.21,1.81,2.61,51.56,1.56,241.51,0.0
61,2021-01-01 15:15:00,2021-01-01 15:30:00,127.0,,,,,,,6.01,1.53,,,,,0.0
62,2021-01-01 15:30:00,2021-01-01 15:45:00,127.0,378.0,54.53,32.94,87.46,25.4,,3.93,5.03,1.89,54.36,1.89,243.7,0.0
63,2021-01-01 15:45:00,2021-01-01 16:00:00,120.31,378.0,54.12,32.06,86.19,24.67,97.06,1.54,3.75,2.98,58.95,2.35,262.52,0.0
64,2021-01-01 16:00:00,2021-01-01 16:15:00,101.0,361.57,52.78,33.21,85.98,23.81,93.19,0.4,,0.96,61.77,1.83,256.65,0.0
65,2021-01-01 16:15:00,2021-01-01 16:30:00,101.0,291.0,51.68,34.65,86.34,24.06,96.63,1.8,,4.39,61.66,1.78,263.35,0.0
66,2021-01-01 16:30:00,2021-01-01 16:45:00,101.0,291.0,51.69,35.24,86.92,30.7,103.28,4.59,,7.82,62.65,1.85,258.92,0.0
67,2021-01-01 16:45:00,2021-01-01 17:00:00,106.5,291.0,50.44,34.34,84.77,29.04,123.84,5.43,,6.7,64.53,1.92,253.38,0.0
68,2021-01-01 17:00:00,2021-01-01 17:15:00,122.0,294.38,47.95,35.17,83.11,25.08,116.99,6.71,6.81,4.31,66.06,2.07,258.78,0.0
69,2021-01-01 17:15:00,2021-01-01 17:30:00,122.0,310.0,46.36,34.9,81.28,25.36,127.29,7.07,8.14,1.37,67.54,2.14,266.08,0.0
70,2021-01-01 17:30:00,2021-01-01 17:45:00,122.0,310.0,44.7,35.19,79.88,25.32,109.84,3.87,0.88,2.95,68.23,1.74,255.89,0.0
71,2021-01-01 17:45:00,2021-01-01 18:00:00,128.0,310.0,43.9,35.07,78.98,25.08,99.44,4.97,1.02,2.34,68.75,1.59,249.99,0.0
72,2021-01-01 18:00:00,2021-01-01 18:15:00,146.0,305.73,43.62,34.78,78.41,24.52,85.05,7.79,3.24,5.96,70.44,1.72,256.56,0.0
73,2021-01-01 18:15:00,2021-01-01 18:30:00,146.0,286.0,43.2,34.46,77.66,24.29,71.79,6.24,3.7,7.69,73.27,1.68,282.27,0.0
74,2021-01-01 18:30:00,2021-01-01 18:45:00,146.0,286.0,44.03,35.1,79.14,28.65,97.78,6.79,3.07,2.19,74.83,1.63,273.72,0.0
75,2021-01-01 18:45:00,2021-01-01 19:00:00,150.5,286.0,44.95,34.26,79.22,34.02,108.01,7.06,4.7,,74.97,1.68,275.66,0.0
76,2021-01-01 19:00:00,2021-01-01 19:15:00,164.0,289.36,43.69,31.61,75.29,27.76,112.27,5.73,3.81,,75.01,1.59,277.34,0.0
77,2021-01-01 19:15:00,2021-01-01 19:30:00,164.0,304.0,44.3,31.57,75.86,31.47,101.93,5.32,2.86,2.25,75.13,1.34,266.23,0.0
78,2021-01-01 19:30:00,2021-01-01 19:45:00,164.0,304.0,44.85,31.02,75.87,33.59,100.77,6.53,3.74,7.02,75.16,1.12,275.18,0.0
79,2021-01-01 19:45:00,2021-01-01 20:00:00,163.0,304.0,45.63,28.41,74.04,31.94,83.85,7.77,6.92,5.01,75.56,1.05,278.91,0.0
80,2021-01-01 20:00:00,2021-01-01 20:15:00,160.0,,,,,,,,,,,,,0.0
81,2021-01-01 20:15:00,2021-01-01 20:30:00,160.0,297.0,49.26,25.25,74.51,31.99,105.87,7.72,11.28,5.54,74.74,1.21,265.42,0.0
82,2021-01-01 20:30:00,2021-01-01 20:45:00,160.0,297.0,50.26,24.6,74.86,32.06,96.87,9.63,10.93,11.29,74.79,1.01,261.71,0.0
83,2021-01-01 20:45:00,2021-01-01 21:00:00,157.38,297.0,51.92,23.93,75.86,32.47,90.14,8.89,3.19,10.5,74.8,1.16,254.63,0.0
84,2021-01-01 21:00:00,2021-01-01 21:15:00,150.0,289.89,53.92,23.16,77.09,32.39,79.07,6.18,5.14,9.64,75.04,1.07,263.8,0.0
85,2021-01-01 21:15:00,2021-01-01 21:30:00,150.0,257.0,56.04,21.69,77.73,31.68,64.17,6.05,8.91,9.36,75.15,0.77,222.4,0.0
86,2021-01-01 21:30:00,2021-01-01 21:45:00,150.0,257.0,58.36,20.16,78.52,31.24,77.92,7.89,4.75,7.87,74.92,0.75,221.88,0.0
87,2021-01-01 21:45:00,2021-01-01 22:00:00,152.75,257.0,60.75,19.38,80.14,30.99,74.94,7.29,5.53,7.65,74.28,0.51,255.83,0.0
88,2021-01-01 22:00:00,2021-01-01 22:15:00,161.0,259.61,62.81,17.92,80.73,30.91,76.57,5.76,4.91,5.85,74.15,0.42,177.56,0.0
89,2021-01-01 22:15:00,2021-01-01 22:30:00,161.0,271.0,64.84,16.85,81.68,30.41,48.31,4.87,5.17,8.61,74.3,0.53,142.01,0.0
90,2021-01-01 22:30:00,2021-01-01 22:45:00,161.0,271.0,67.05,16.63,83.7,30.76,26.63,6.33,11.36,6.99,74.89,0.5,157.37,0.0
91,2021-01-01 22:45:00,2021-01-01 23:00:00,162.0,271.0,69.74,16.94,86.67,32.63,30.08,10.1,6.24,6.66,75.53,0.41,132.47,0.0
92,2021-01-01 23:00:00,2021-01-01 23:15:00,165.0,274.91,69.92,17.43,87.35,25.29,22.17,12.37,2.37,10.75,75.51,0.53,234.66,0.0
93,2021-01-01 23:15:00,2021-01-01 23:30:00,165.0,293.0,70.36,18.43,88.78,21.69,14.8,10.15,4.71,9.77,75.47,0.58,299.74,0.0
94,2021-01-01 23:30:00,2021-01-01 23:45:00,165.0,293.0,71.65,19.36,91.01,21.51,4.69,7.67,4.88,7.33,75.72,0.57,241.55,0.0
95,2021-01-01 23:45:00,2021-02-01 00:00:00,170.25,293.0,73.32,20.43,93.75,21.15,5.09,6.16,8.46,13.32,76.2,0.52,184.22,0.0
96,2021-02-01 00:00:00,2021-02-01 00:15:00,186.0,304.57,75.12,21.48,96.59,23.34,6.1,9.55,17.1,26.67,76.74,0.51,208.32,0.0
97,2021-02-01 00:15:00,2021-02-01 00:30:00,186.0,355.0,77.98,21.43,99.42,28.92,3.18,9.69,22.13,13.09,77.49,0.7,226.55,0.0
98,2021-02-01 00:30:00,2021-02-01 00:45:00,186.0,,,,,,,,,,,,,0.0
99,2021-02-01 00:45:00,2021-02-01 01:00:00,190.19,355.0,87.16,21.05,108.2,27.9,,9.63,18.16,,78.94,0.61,225.01,0.0
100,2021-02-01 01:00:00,2021-02-01 01:15:00,202.0,369.67,91.36,20.22,111.58,21.29,3.25,10.39,10.43,7.42,79.65,0.68,260.16,0.0
101,2021-02-01 01:15:00,2021-02-01 01:30:00,202.0,432.0,94.38,19.38,113.77,20.93,1.57,10.47,1.77,19.03,80.25,0.64,240.55,0.0
102,2021-02-01 01:30:00,2021-02-01 01:45:00,202.0,432.0,96.4,19.23,115.64,26.33,4.25,8.36,3.37,20.53,81.03,0.59,218.34,0.0
103,2021-02-01 01:45:00,2021-02-01 02:00:00,197.75,432.0,98.91,18.43,117.33,28.31,3.09,7.05,4.46,17.73,81.34,0.63,227.53,0.0
104,2021-02-01 02:00:00,2021-02-01 02:15:00,185.0,415.76,100.84,17.28,118.13,29.15,5.08,8.59,9.15,15.08,80.79,0.61,251.86,0.0
105,2021-02-01 02:15:00,2021-02-01 02:30:00,185.0,346.0,102.34,16.43,118.77,29.34,2.14,9.24,13.07,7.08,80.4,0.71,258.52,0.0
106,2021-02-01 02:30:00,2021-02-01 02:45:00,185.0,346.0,103.14,15.31,118.45,25.08,2.67,7.8,15.37,,81.55,0.67,223.63,0.0
107,2021-02-01 02:45:00,2021-02-01 03:00:00,183.69,346.0,103.82,14.61,118.43,20.29,4.4,8.42,14.13,10.98,82.53,1.01,228.29,0.0
108,2021-02-01 03:00:00,2021-02-01 03:15:00,180.0,332.85,105.57,14.01,119.59,20.82,4.66,8.44,13.56,12.55,83.31,0.95,249.9,0.0
109,2021-02-01 03:15:00,2021-02-01 03:30:00,180.0,281.0,107.57,12.56,120.12,24.13,9.04,7.2,15.77,2.12,83.48,1.15,267.47,0.0
110,2021-02-01 03:30:00,2021-02-01 03:45:00,180.0,281.0,109.22,13.27,122.46,28.59,12.82,7.09,7.64,2.42,83.63,1.24,274.19,0.0
111,2021-02-01 03:45:00,2021-02-01 04:00:00,182.0,281.0,110.67,11.78,122.45,31.23,20.67,7.69,9.09,1.44,83.8,1.69,292.24,0.0
112,2021-02-01 04:00:00,2021-02-01 04:15:00,188.0,300.5,110.33,10.28,120.63,28.74,29.31,7.2,13.07,1.64,83.8,1.45,286.97,0.0
113,2021-02-01 04:15:00,2021-02-01 04:30:00,188.0,386.0,109.61,9.65,119.27,28.37,38.34,7.65,6.05,,83.96,1.01,263.77,0.0
114,2021-02-01 04:30:00,2021-02-01 04:45:00,188.0,386.0,108.23,8.83,117.05,25.65,58.93,7.69,10.06,7.33,84.23,1.5,304.55,0.0
115,2021-02-01 04:45:00,2021-02-01 05:00:00,179.1,,,,,,,,,,,,,0.0
116,2021-02-01 05:00:00,2021-02-01 05:15:00,154.0,,105.32,9.29,114.62,23.99,,6.17,2.39,9.15,84.88,1.07,300.11,0.0
117,2021-02-01 05:15:00,2021-02-01 05:30:00,154.0,200.0,105.14,8.77,113.91,25.86,65.31,4.28,3.2,8.83,84.77,1.15,280.73,0.0
118,2021-02-01 05:30:00,2021-02-01 05:45:00,154.0,200.0,105.42,8.85,114.27,29.26,57.45,4.91,5.73,10.3,84.76,0.77,278.34,0.0
119,2021-02-01 05:45:00,2021-02-01 06:00:00,151.5,200.0,104.57,8.78,113.37,26.45,55.56,6.76,2.34,,84.76,0.79,273.76,0.0
120,2021-02-01 06:00:00,2021-02-01 06:15:00,144.0,203.56,104.42,7.99,112.4,23.9,57.31,4.92,,,84.78,0.97,277.7,0.0
121,2021-02-01 06:15:00,2021-02-01 06:30:00,144.0,220.0,104.9,8.45,113.35,24.16,41.99,3.63,,,84.45,0.75,274.03,0.0
122,2021-02-01 06:30:00,2021-02-01 06:45:00,144.0,220.0,105.77,8.02,113.79,28.05,37.81,7.24,1.88,1.04,84.17,0.58,259.59,0.0
123,2021-02-01 06:45:00,2021-02-01 07:00:00,149.5,220.0,105.7,7.87,113.55,26.07,27.39,8.58,2.2,10.86,83.89,0.5,215.76,0.0
124,2021-02-01 07:00:00,2021-02-01 07:15:00,165.0,230.67,106.14,7.37,113.51,25.09,17.1,8.86,,13.26,83.8,0.32,207.76,0.0
125,2021-02-01 07:15:00,2021-02-01 07:30:00,165.0,280.0,106.11,7.47,113.59,24.58,13.28,9.87,2.54,8.37,84.03,0.51,232.44,0.0
126,2021-02-01 07:30:00,2021-02-01 07:45:00,165.0,280.0,104.93,8.63,113.58,18.77,3.83,6.98,7.41,8.9,84.11,0.5,230.33,0.0
127,2021-02-01 07:45:00,2021-02-01 08:00:00,198.13,280.0,105.41,9.02,114.44,22.18,7.46,7.19,5.21,2.21,83.8,0.58,233.77,0.0
128,2021-02-01 08:00:00,2021-02-01 08:15:00,307.0,364.62,105.58,10.67,116.24,27.66,9.77,8.53,0.22,3.38,83.06,0.63,138.41,0.0
129,2021-02-01 08:15:00,2021-02-01 08:30:00,307.0,756.0,105.66,10.31,115.98,28.8,7.31,5.58,2.49,11.37,82.34,0.84,132.36,0.0
130,2021-02-01 08:30:00,2021-02-01 08:45:00,307.0,756.0,105.79,10.15,115.93,29.06,8.31,6.36,9.29,8.69,81.21,0.94,135.43,0.0
131,2021-02-01 08:45:00,2021-02-01 09:00:00,275.57,756.0,104.89,10.83,115.72,24.1,6.4,11.65,8.45,4.24,80.08,1.3,113.26,0.0
132,2021-02-01 09:00:00,2021-02-01 09:15:00,187.0,,,,,,,,,,,,,0.0
133,2021-02-01 09:15:00,2021-02-01 09:30:00,187.0,306.0,104.2,13.77,117.98,20.38,9.77,7.46,3.64,9.84,79.89,1.58,108.02,0.0
134,2021-02-01 09:30:00,2021-02-01 09:45:00,187.0,306.0,103.64,14.55,118.2,26.69,9.57,8.92,3.4,13.92,79.64,0.96,109.71,0.0
135,2021-02-01 09:45:00,2021-02-01 10:00:00,189.75,306.0,102.7,15.12,117.82,27.62,9.86,11.2,0.97,17.49,77.7,1.01,80.91,0.0
136,2021-02-01 10:00:00,2021-02-01 10:15:00,198.0,314.12,101.71,15.59,117.28,21.75,12.27,12.13,2.96,16.23,77.62,1.43,107.78,0.0
137,2021-02-01 10:15:00,2021-02-01 10:30:00,198.0,349.0,93.69,25.71,119.42,22.33,13.52,9.23,5.32,17.19,76.51,1.42,106.93,0.0
138,2021-02-01 10:30:00,2021-02-01 10:45:00,198.0,349.0,56.01,68.89,124.85,29.59,24.83,5.24,2.25,13.36,74.35,1.25,121.43,0.0
139,2021-02-01 10:45:00,2021-02-01 11:00:00,199.17,349.0,39.36,73.92,113.29,30.41,,7.83,1.11,7.96,72.64,1.12,170.94,0.0
140,2021-02-01 11:00:00,2021-02-01 11:15:00,203.0,358.52,41.54,58.36,99.91,30.82,,10.13,1.3,7.96,70.25,0.97,152.78,0.0
141,2021-02-01 11:15:00,2021-02-01 11:30:00,203.0,399.0,44.88,48.36,93.24,33.78,18.34,9.85,1.05,8.53,68.59,1.17,199.75,0.0
142,2021-02-01 11:30:00,2021-02-01 11:45:00,203.0,399.0,48.27,41.92,90.19,29.16,34.98,10.77,2.24,12.82,66.84,1.21,178.62,0.0
143,2021-02-01 11:45:00,2021-02-01 12:00:00,195.67,399.0,51.09,36.96,88.05,25.1,34.96,11.93,5.33,11.09,63.33,1.12,171.81,0.0
144,2021-02-01 12:00:00,2021-02-01 12:15:00,175.0,372.89,53.86,32.37,86.23,33.82,59.83,22.13,4.78,9.66,62.64,1.26,183.02,0.0
145,2021-02-01 12:15:00,2021-02-01 12:30:00,175.0,270.0,54.86,28.85,83.71,38.99,46.64,23.28,7.6,9.41,64.94,1.93,259.99,0.0
146,2021-02-01 12:30:00,2021-02-01 12:45:00,175.0,270.0,56.15,27.25,83.39,36.49,69.78,14.16,10.55,4.38,67.57,2.49,262.67,0.0
147,2021-02-01 12:45:00,2021-02-01 13:00:00,167.14,270.0,48.79,38.2,87.0,28.94,62.37,10.65,5.05,,67.84,2.09,258.05,0.0
148,2021-02-01 13:00:00,2021-02-01 13:15:00,145.0,279.33,44.26,42.41,86.65,23.79,76.16,7.14,7.46,3.08,67.69,2.08,248.27,0.0
149,2021-02-01 13:15:00,2021-02-01 13:30:00,145.0,319.0,44.29,39.65,83.94,23.23,70.21,8.42,4.84,5.05,67.36,1.85,248.15,0.0
150,2021-02-01 13:30:00,2021-02-01 13:45:00,145.0,,,,,,,7.44,4.76,9.67,,,,0.0
151,2021-02-01 13:45:00,2021-02-01 14:00:00,149.67,319.0,45.79,36.16,81.94,27.87,,6.09,6.59,9.41,67.6,1.78,245.43,0.0
152,2021-02-01 14:00:00,2021-02-01 14:15:00,165.0,354.2,45.0,37.19,82.19,24.14,78.56,4.4,3.16,2.55,66.6,1.77,234.61,0.0
153,2021-02-01 14:15:00,2021-02-01 14:30:00,165.0,517.0,42.17,41.42,83.58,25.76,78.03,4.76,3.95,3.69,66.32,2.05,254.43,0.0
154,2021-02-01 14:30:00,2021-02-01 14:45:00,165.0,517.0,42.77,38.89,81.66,26.96,91.92,5.72,1.94,0.81,66.45,2.04,257.42,0.0
155,2021-02-01 14:45:00,2021-02-01 15:00:00,173.23,517.0,44.32,35.92,80.24,26.73,111.28,6.91,,,66.44,1.98,241.74,0.0
156,2021-02-01 15:00:00,2021-02-01 15:15:00,197.0,506.87,45.32,34.43,79.75,26.69,111.18,10.01,,1.87,66.32,2.08,259.81,0.0
157,2021-02-01 15:15:00,2021-02-01 15:30:00,197.0,460.0,45.5,33.55,79.05,26.28,110.4,12.3,0.61,2.87,66.16,1.96,239.38,0.0
158,2021-02-01 15:30:00,2021-02-01 15:45:00,197.0,460.0,46.24,32.64,78.89,28.55,101.16,10.85,0.69,1.35,66.52,1.85,245.34,0.0
159,2021-02-01 15:45:00,2021-02-01 16:00:00,196.5,460.0,46.55,32.5,79.04,25.14,87.13,8.19,,0.67,66.77,1.88,256.23,0.0
160,2021-02-01 16:00:00,2021-02-01 16:15:00,195.0,451.47,46.65,31.58,78.23,19.89,73.15,8.49,1.16,0.58,66.68,2.13,264.02,0.0
161,2021-02-01 16:15:00,2021-02-01 16:30:00,195.0,412.0,46.46,31.86,78.31,17.59,90.93,8.03,1.3,0.65,66.92,2.07,268.94,0.0
162,2021-02-01 16:30:00,2021-02-01 16:45:00,195.0,412.0,45.68,32.51,78.2,16.34,94.16,5.08,,,67.66,2.2,269.71,0.0
163,2021-02-01 16:45:00,2021-02-01 17:00:00,192.38,412.0,44.47,34.4,78.87,15.07,113.67,4.87,,,68.7,2.63,278.36,0.0
164,2021-02-01 17:00:00,2021-02-01 17:15:00,185.0,416.57,41.8,36.01,77.81,14.53,112.35,5.15,,,70.84,2.06,266.79,0.0
165,2021-02-01 17:15:00,2021-02-01 17:30:00,185.0,436.0,36.45,39.83,76.3,13.53,97.91,6.83,1.49,,71.35,1.97,283.31,0.0
166,2021-02-01 17:30:00,2021-02-01 17:45:00,185.0,436.0,28.31,46.73,75.06,12.91,78.03,6.91,1.74,3.35,71.98,1.75,285.12,0.0
167,2021-02-01 17:45:00,2021-02-01 18:00:00,164.83,436.0,15.15,59.86,75.01,13.05,92.35,4.05,2.0,4.59,71.25,1.88,258.26,0.0
168,2021-02-01 18:00:00,2021-02-01 18:15:00,108.0,,,,,,,,,,,,,0.0
169,2021-02-01 18:15:00,2021-02-01 18:30:00,108.0,287.0,15.45,50.47,65.92,13.17,,3.44,3.06,5.93,72.28,1.64,277.37,0.0
170,2021-02-01 18:30:00,2021-02-01 18:45:00,108.0,287.0,18.18,44.82,63.01,15.57,76.1,6.36,4.08,4.25,71.57,1.51,276.17,0.0
